Short form,Long form
AM,alveolar macrophages
AM,alveolar macrophages
AM,alveolar macrophages
AM,alveolar macrophages
AM,alveolar macrophages
AM,alveolar macrophages
AM,alveolar macrophages
AM,alveolar macrophages
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
BAL,Bronchoalveolar lavage
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
ATII,alveolar epithelial type II
PM,particulate matter
PM,particulate matter
PM,particulate matter
PM,particulate matter
PM,particulate matter
PM,particulate matter
PM,particulate matter
PM,particulate matter
PM,particulate matter
LSLTP,low-solubility and lowtoxicity particles
LSLTP,low-solubility and lowtoxicity particles
LSLTP,low-solubility and lowtoxicity particles
LSLTP,low-solubility and lowtoxicity particles
EGF,epidermal growth factor
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
IT,instillation
PMN,polymorphonuclear neutrophils
PMN,polymorphonuclear neutrophils
PMN,polymorphonuclear neutrophils
PMN,polymorphonuclear neutrophils
PMN,polymorphonuclear neutrophils
PMN,polymorphonuclear neutrophils
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
PMNs,"pulmonary inflammation, where neutrophilic granulocytes"
DAMP,damage associated molecular pattern
ENA-78,epithelial-derived neutrophil-activating peptide 78
ENA-78,epithelial-derived neutrophil-activating peptide 78
5 mg/kg bodyweight,"bodyweight), midazolam"
Actb,"actin, beta"
Actb,"actin, beta"
Hprt,hypoxanthine guanine phosphoribosyl transferase
Hprt,hypoxanthine guanine phosphoribosyl transferase
RT,room temperature
RT,room temperature
RT,room temperature
ANOVA,analysis of variance
A,CNP-aerosols
A,CNP-aerosols
A,CNP-aerosols
A,CNP-aerosols
A,CNP-aerosols
CSC,China Scholarship Council
CSC,China Scholarship Council
